店名,網址,星級,評論,回復,地址
樹兒早午餐,https://www.google.com.tw/maps/place/%E6%A8%B9%E5%85%92%E6%97%A9%E5%8D%88%E9%A4%90/data=!4m5!3m4!1s0x34693d836d905175:0x318021712a5ea1e0!8m2!3d24.1587543!4d120.6614532?authuser=0&hl=zh-TW&rclk=1,4.3,1247,"['推薦義大利牛肉起士蛋捲！裡面是牛肉做的肉醬喔～ 不建議現場候位，要等較久', '餐點中上 價位也中上的早午餐 座位不多 是老屋改建的室內空間 空調沒有很冷', '生菜有點乾，飲料偏貴，早午餐cp值在台中來說算高，手工麵包好吃，奶油特別']",403台中市西區博館路223號
老吳臭豆腐,https://www.google.com.tw/maps/place/%E8%80%81%E5%90%B3%E8%87%AD%E8%B1%86%E8%85%90/data=!4m5!3m4!1s0x34693d70e1e495cf:0x87c9eb9e057a2e83!8m2!3d24.1516932!4d120.6735557?authuser=0&hl=zh-TW&rclk=1,4.2,664,"['臭豆腐好好吃配上梅子風味的台式泡菜超讚，如果再來一碗水晶餃湯就更完美了', '台中好吃的臭豆腐最先推薦就是這家。獨家醬料幫臭豆腐大加分，泡菜酸爽又不會過甜。', '脆皮的臭豆腐加上泡菜十分搭配，在來上一碗魚丸湯，平價的古早味小吃！']",403台中市西區日進街68號
萬客什鍋 美村店,https://www.google.com.tw/maps/place/%E8%90%AC%E5%AE%A2%E4%BB%80%E9%8D%8B+%E7%BE%8E%E6%9D%91%E5%BA%97/data=!4m5!3m4!1s0x34693dfe1c344705:0xabb54597e94c683e!8m2!3d24.1503503!4d120.6618339?authuser=0&hl=zh-TW&rclk=1,4.3,3494,"['蒜頭蛤蜊雞湯的湯頭不錯。辣豆腐就是韓式泡豆腐鍋，普通，麻油炸蛋不愛。豬肉算不錯。', '平價的火鍋料理店，多樣式火鍋料料理選擇，是親朋好有聚會的好餐廳。', '食材新鮮好吃口味都很棒，只是當天併桌產生很多問題，員工教育訓練有待加強']",403台中市西區美村路一段185-1號
真好味烤鴨莊,https://www.google.com.tw/maps/place/%E7%9C%9F%E5%A5%BD%E5%91%B3%E7%83%A4%E9%B4%A8%E8%8E%8A/data=!4m5!3m4!1s0x34693d9edfadffc3:0x4f4b38f0b85c0a00!8m2!3d24.1491304!4d120.6615078?authuser=0&hl=zh-TW&rclk=1,4.1,1845,"['生意興隆，停車不便，地點不佳，是否建築衛生可稍改善。', '美村路名店之一 不建議開車 常常有警察來開單 烤鴨品質近來不穩不像以前那麼好吃', '很有人情味的老闆娘，看到抱小孩排隊的人會直接帶去結帳，烤鴨也很好吃']",403台中市西區美村路一段214號
艸水木堂,https://www.google.com.tw/maps/place/%E8%89%B8%E6%B0%B4%E6%9C%A8%E5%A0%82/data=!4m5!3m4!1s0x34693da1b61731e1:0x191650394e15ff96!8m2!3d24.1444424!4d120.662678?authuser=0&hl=zh-TW&rclk=1,4.5,560,"['伯爵茶口味香氣十足。精品咖啡也好喝。下次有機會來台中，一定會再來。', '甜甜圈好吃，店員態度也很好，很熱情的介紹甜點！店內店外拍照都美！', '野菇松露三明治好好吃～食物只能外帶，但整家小店很有氣氛，值得來走走～']",403台中市西區民生路364號
紅豆餅,https://www.google.com.tw/maps/place/%E7%B4%85%E8%B1%86%E9%A4%85/data=!4m5!3m4!1s0x34693d752251ef0d:0x9fad1db5d17a73e0!8m2!3d24.1457956!4d120.6683819?authuser=0&hl=zh-TW&rclk=1,4.2,504,"['紅豆好吃，物美價廉，有冰紅茶提供現場客人飲用很貼心', '紅豆和綠豆口味料多不膩好吃，奶油屬於古早味香料味那種，評價二極', '後面樓上有老闆娘做午晚餐送廣三店員工餐！']",403台中市西區民生北路58號
⚜大富豪鐵板燒⚜頂級食材鐵板燒︱台中商務聚會包場餐廳,https://www.google.com.tw/maps/place/%E2%9A%9C%E5%A4%A7%E5%AF%8C%E8%B1%AA%E9%90%B5%E6%9D%BF%E7%87%92%E2%9A%9C%E9%A0%82%E7%B4%9A%E9%A3%9F%E6%9D%90%E9%90%B5%E6%9D%BF%E7%87%92%EF%B8%B1%E5%8F%B0%E4%B8%AD%E5%95%86%E5%8B%99%E8%81%9A%E6%9C%83%E5%8C%85%E5%A0%B4%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34693da07b2b5bbf:0x38fb1d59462d7989!8m2!3d24.1429659!4d120.6654479?authuser=0&hl=zh-TW&rclk=1,4.3,507,"['咖啡時間是在咖啡廳。肋眼牛排的肉和筋分開料理，筋的部分吃起來有如高級菲力。', '這裡的行政主廚手藝甚佳 很多知名饕家都是他的顧客 餐廳服務甚佳 餐點品質也很不錯', '每樣都好吃，尤其是海鮮與牛肉，中午還有商業午餐，帶老婆或女友來吃上壘成功沒問題😆']",403台中市西區英才路593號
肉多多火鍋-台中向上店,https://www.google.com.tw/maps/place/%E8%82%89%E5%A4%9A%E5%A4%9A%E7%81%AB%E9%8D%8B-%E5%8F%B0%E4%B8%AD%E5%90%91%E4%B8%8A%E5%BA%97/data=!4m5!3m4!1s0x34693dbd47ace4e3:0x5200ff34e3c350b7!8m2!3d24.1466078!4d120.6537435?authuser=0&hl=zh-TW&rclk=1,4.5,2560,"['肉真的好大份量，店內的蔬菜跟麵 飯 飲料 冰淇淋🍦都可以吃到飽......cp值超高', '湯頭好喝,肉品ok,價位不美因為小貴,菜盤量及種類太少', '店員服務很親切，店家很貼心準備廁所備品讓客人使用']",403台中市西區向上路一段457號
茹絲葵經典牛排館,https://www.google.com.tw/maps/place/%E8%8C%B9%E7%B5%B2%E8%91%B5%E7%B6%93%E5%85%B8%E7%89%9B%E6%8E%92%E9%A4%A8/data=!4m5!3m4!1s0x34693d729e7f247d:0xb06354201494f721!8m2!3d24.1565085!4d120.6595701?authuser=0&hl=zh-TW&rclk=1,4.2,1397,"['氣氛安靜，濃湯濃郁好喝，美式餐廳份量十足！建議預約前往可坐窗邊欣賞風景', '肋眼咬不動，隔壁桌的情侶也碰到一樣的問題，配菜都比主菜強，裝潢跟設備應該要升級了', '非常在地的美式風格，如果想體驗電影明星的用餐環境可以去試試，餐點跟服務都很棒！']","26F, 501 Taiwan Blvd, Sec. 2, 西區台中市403"
hecho做咖啡,https://www.google.com.tw/maps/place/hecho%E5%81%9A%E5%92%96%E5%95%A1/data=!4m5!3m4!1s0x34693d9c2f1a999d:0x1dab17de5ea63718!8m2!3d24.1517157!4d120.662531?authuser=0&hl=zh-TW&rclk=1,4.4,1720,"['點了香濃奶油雞燉雞肉義式烤餅跟蜂蜜芥末起司烤香料雞腿帕里尼 出乎意料地很好吃！', '氣氛很棒，餐點也很滿意，很推薦愛吃義大利麵、燉飯的朋友，發現還有民宿服務喔！', '米蘇，經典紐約乳酪起司蛋糕，熱香蕉巧克力布朗尼佐冰淇淋，無可挑剔，推推！']",403台中市西區美村路一段133巷22號2F
甜月亮 義大利手作冰淇淋 老配方流程認證店,https://www.google.com.tw/maps/place/%E7%94%9C%E6%9C%88%E4%BA%AE+%E7%BE%A9%E5%A4%A7%E5%88%A9%E6%89%8B%E4%BD%9C%E5%86%B0%E6%B7%87%E6%B7%8B+%E8%80%81%E9%85%8D%E6%96%B9%E6%B5%81%E7%A8%8B%E8%AA%8D%E8%AD%89%E5%BA%97/data=!4m5!3m4!1s0x34693da1cc825555:0x6585b619a348c3c8!8m2!3d24.1447163!4d120.6628444?authuser=0&hl=zh-TW&rclk=1,4.7,592,"['檸檬碟豆花口味還蠻特別的，店員說所有口味都是100%天然食材不添加人工香料', '東西的品質算還可以，但是價位有點偏高的空虛，建議商品量可以大方一點。', '店員態度過嗆，質疑顧客，在服務態度方面，實在不是很好體驗。需要加強員工訓練。']",403台中市西區民生路368巷4弄14號
臺中第五市場,https://www.google.com.tw/maps/place/%E8%87%BA%E4%B8%AD%E7%AC%AC%E4%BA%94%E5%B8%82%E5%A0%B4/data=!4m5!3m4!1s0x34693d0954643157:0xd6342b490be55314!8m2!3d24.1384163!4d120.6725616?authuser=0&hl=zh-TW&rclk=1,4.1,2787,"['有紅茶店，飯糰，麻吉，碗粿，麵線，肉羹麵，小時候大餅，涼麵，春卷，米苔目冰。', '在我心中，這是全地球最棒的菜市場，有特色小吃，生鮮蔬果還有滿滿的人情味與童年回憶', '這有家賣中式早餐超古早味超讚，豆漿，煎包，燒餅都很好吃。']",40345台中市西區大明街9號
史堤克先生牛排健行店,https://www.google.com.tw/maps/place/%E5%8F%B2%E5%A0%A4%E5%85%8B%E5%85%88%E7%94%9F%E7%89%9B%E6%8E%92%E5%81%A5%E8%A1%8C%E5%BA%97/data=!4m5!3m4!1s0x34693d82c32771ff:0x9bb69aaf87fb504c!8m2!3d24.1573959!4d120.6639458?authuser=0&hl=zh-TW&rclk=1,4.4,1194,"['裝潢新潮 服務超級棒 餐點好吃 沙拉吧也不馬虎 三五好友聚會 享受美食的好地方', '一樓入口滿特別的 餐廳在二樓 湯品水果薯條吃到飽 CP值高 還有集點活動', '服務人員親切～環境有格調，排餐好吃，價位不貴，湯跟飲料都自助的。非常棒的西餐廳。']",403台中市西區健行路1001號2樓
成真咖啡 台中審計店（外帶餐點飲品9折）,https://www.google.com.tw/maps/place/%E6%88%90%E7%9C%9F%E5%92%96%E5%95%A1+%E5%8F%B0%E4%B8%AD%E5%AF%A9%E8%A8%88%E5%BA%97%EF%BC%88%E5%A4%96%E5%B8%B6%E9%A4%90%E9%BB%9E%E9%A3%B2%E5%93%819%E6%8A%98%EF%BC%89/data=!4m5!3m4!1s0x34693db2355e4409:0x26cb546034aa236f!8m2!3d24.1444319!4d120.662112?authuser=0&hl=zh-TW&rclk=1,4.4,2095,"['推薦熔岩焦香厚鬆餅，跟日本口味很像！搭配的香草冰淇淋也很棒！環境寬敞舒適', '服務親切，披薩、三明治還不錯吃， 喝下午茶的好地方，假日人潮較多有時不一定有位子', '2:薄餅櫻花蝦的海腥味很機，很像全聯買的乾蝦米…新鮮度有差，2星。']",403台中市西區民生路370號
咖波屋,https://www.google.com.tw/maps/place/%E5%92%96%E6%B3%A2%E5%B1%8B/data=!4m5!3m4!1s0x34693d139804f0b7:0x41679c7cd9a4c599!8m2!3d24.1475895!4d120.6674864?authuser=0&hl=zh-TW&rclk=1,4.6,2678,"['這是利用日式舊房舍所構建的一間貼圖文創館，有許多咖波的物品、飲料冰品及拍照場景。', '假日人非常多…餐點要跟商品都在同一個地方結帳，需要排隊一下，沒有坐位區', '咖波迷粉的好去處，東西都好可愛，隔一點點的距離還有奶泡咖波貓的咖啡廳（必去）']",403台中市西區模範街8巷23號
勤美 誠品綠園道,https://www.google.com.tw/maps/place/%E5%8B%A4%E7%BE%8E+%E8%AA%A0%E5%93%81%E7%B6%A0%E5%9C%92%E9%81%93/data=!4m5!3m4!1s0x34693d9dd9fe0011:0x6f9d8ebd38727566!8m2!3d24.1513049!4d120.6640025?authuser=0&hl=zh-TW&rclk=1,4.4,25803,"['台中景點中最喜歡來的地方，有平價餐廳與冰淇淋咖啡等店面，三樓的書店非常吸引人!!', '藝文機能很棒的地區，交通、飲食、藝文活動、手作創作、街頭表演等，充滿活力的地方。', '假日人爆多，車子要開很高樓層才找得到位子，外面的公園市集比裡面櫃位有趣。']",403台中市西區公益路68號
滿堂紅頂級麻辣鴛鴦鍋(台中廣三SOGO店),https://www.google.com.tw/maps/place/%E6%BB%BF%E5%A0%82%E7%B4%85%E9%A0%82%E7%B4%9A%E9%BA%BB%E8%BE%A3%E9%B4%9B%E9%B4%A6%E9%8D%8B(%E5%8F%B0%E4%B8%AD%E5%BB%A3%E4%B8%89SOGO%E5%BA%97)/data=!4m5!3m4!1s0x34693d9cc1b40ca5:0xb093a0a8d153c013!8m2!3d24.155469!4d120.661888?authuser=0&hl=zh-TW&rclk=1,4.2,1860,"['食材不錯吃！服務也不錯！有冰品、啤酒、飲料喝到飽！還有白飯、滷肉滷蛋！', '平日晚餐上菜超快，肉質湯都厲害 吃到飽餐廳700打贏同價位麻辣火鍋，推薦', '過整體來說有點小擠，飯後甜點只有冰淇淋明治和哈跟達斯，比較希望有水果蛋糕等等。']","14樓, No. 459號台灣大道二段西區台中市403"
向上市場,https://www.google.com.tw/maps/place/%E5%90%91%E4%B8%8A%E5%B8%82%E5%A0%B4/data=!4m5!3m4!1s0x34693d98ffffffff:0xea9b7131c6aaf6c3!8m2!3d24.1476255!4d120.6595266?authuser=0&hl=zh-TW&rclk=1,4.1,4787,"['李安水餃，旅遊書推薦紅茶冰 必吃洪家回春堂鹽酥雞，蚵仔煎，現撈海鮮！', '小吃攤多，且營業到蠻晚的，勤美商圈、綠光文創區逛完後的晚餐宵夜好去處', '熊一木瓜牛奶好喝。早上有炒麵豬血湯，肉更麵，嘉義米糕。很大的一個菜市場']",403台中市西區向上路一段跟中美街的街叉口
I'm Talato 塔拉朵義式冰淇淋,https://www.google.com.tw/maps/place/I'm+Talato+%E5%A1%94%E6%8B%89%E6%9C%B5%E7%BE%A9%E5%BC%8F%E5%86%B0%E6%B7%87%E6%B7%8B/data=!4m5!3m4!1s0x34693dac4183ff0b:0xd1f59d41d0dd5640!8m2!3d24.1494961!4d120.6654358?authuser=0&hl=zh-TW&rclk=1,4.2,1179,"['料多實在的冰淇淋甜點店,口味選擇多,還可以試吃,超棒的服務,美女店長服務一流', '鬆餅燒焦超級硬，送的飲料紅茶杯子沒洗乾淨，杯緣黏著上一個噁心的巧克力碎片！', '若喜歡吃酸的話，推薦蝶豆花冰淇淋，而布朗尼也不錯，屬於紮實又不會太甜的口感。']",403台中市西區英才路451號
美軍豆乳冰,https://www.google.com.tw/maps/place/%E7%BE%8E%E8%BB%8D%E8%B1%86%E4%B9%B3%E5%86%B0/data=!4m5!3m4!1s0x34693da1bdfa86c3:0xa09d14c3f724439a!8m2!3d24.144422!4d120.661411?authuser=0&hl=zh-TW&rclk=1,4.1,971,"['抹茶豆乳冰，豆花口感綿密，很喜歡。還外帶了一瓶豆漿回家加手沖咖啡！', '屬於文青小店風格 店內沒有冷氣 冰品份量大 通風順暢會更好', '座位少。很熱。東西一般。店員還搞錯冰裡面的配料']",403台中市西區民生路380-2號
草悟道,https://www.google.com.tw/maps/place/%E8%8D%89%E6%82%9F%E9%81%93/data=!4m5!3m4!1s0x34693da6d6569587:0x4bbbf11f83635a81!8m2!3d24.1484004!4d120.66477?authuser=0&hl=zh-TW&rclk=1,4.3,7116,"['街頭才藝表演，買賣，綠地還有百貨公司，車流量大，建議使用大眾交通工具前往', '有大片草地適合毛小孩和親子一起奔跑，旁邊是勤美誠品、附近緊鄰科博館及美術館。', '地點：交通便利、環境優、服務親切 專業、會讓家人放心將長輩託 付學習的地方讚👍']",403台中市西區向上北路
廣三SOGO百貨,https://www.google.com.tw/maps/place/%E5%BB%A3%E4%B8%89SOGO%E7%99%BE%E8%B2%A8/data=!4m5!3m4!1s0x34693d9cc02858c3:0x317a8c5860c7e433!8m2!3d24.1552793!4d120.6617725?authuser=0&hl=zh-TW&rclk=1,4.2,16672,"['假日人潮真的很多.樓層規劃動線還不錯.電梯小姐服務客氣.吹冷氣的好地方', '家電家具，美食餐廳，生活用品 書店，超市…應有盡有 我跟家人從近中午逛到晚上', '交通方便，公車很多，若購物車可至地下停車場，但若機車較不易停車，要看運氣']",403台中市西區台灣大道二段459號
審計368新創聚落,https://www.google.com.tw/maps/place/%E5%AF%A9%E8%A8%88368%E6%96%B0%E5%89%B5%E8%81%9A%E8%90%BD/data=!4m5!3m4!1s0x34693da1ca018bd3:0xdf6594a4c18d0e9f!8m2!3d24.1446105!4d120.6629322?authuser=0&hl=zh-TW&rclk=1,4.3,10523,"['很好逛，到處都是文創小攤販小店，許多食物攤販售手工古早味美食，很有特色的地方', '店家多元 商品多樣 態度熱情 氮氣咖啡 創意胸章 心痛扭蛋 消暑冰品', '親切的服務介紹、特製的飲料、放鬆的心情氣氛，非常推薦！']",40358台中市西區民生路368巷2弄12號
CJSJ 法式甜點創意店,https://www.google.com.tw/maps/place/CJSJ+%E6%B3%95%E5%BC%8F%E7%94%9C%E9%BB%9E%E5%89%B5%E6%84%8F%E5%BA%97/data=!4m5!3m4!1s0x34693da023705297:0x46a36571ccaf9748!8m2!3d24.144948!4d120.664263?authuser=0&hl=zh-TW&rclk=1,4.2,2165,"['裝潢到水杯餐具，到音樂，讓人有種置身於電影『銀翼殺手』中的感覺，蠻喜歡這種風格。', '一、三樓內用區有低消，但部分商品要現吃比較適合。二樓是廚房。', '法國廚師的手作甜點，造型如精品般，讓人捨不得吃，表層與內餡口感層次分明，令人驚艷']",403台中市西區向上路一段79巷72號
模範貝果MOFAN BAGELS,https://www.google.com.tw/maps/place/%E6%A8%A1%E7%AF%84%E8%B2%9D%E6%9E%9CMOFAN+BAGELS/data=!4m5!3m4!1s0x34693d757b6ae7ff:0xcbe50cbfd2b99ce0!8m2!3d24.1470826!4d120.6664581?authuser=0&hl=zh-TW&rclk=1,4.4,525,"['點了燻鮭魚吐司，生菜沒沙拉醬，店員小姐說是看餐點種類，不一定會加醬。', '東西很用心料理 食材新鮮 雞肉丸用餅乾串環保又實惠 優格很好吃', '鮭魚不錯 飲料較水 份量不多價格較高 服務態度不錯 環境乾淨']",403台中市西區模範街1巷1號
旅禾 泡芙之家 審計店,https://www.google.com.tw/maps/place/%E6%97%85%E7%A6%BE+%E6%B3%A1%E8%8A%99%E4%B9%8B%E5%AE%B6+%E5%AF%A9%E8%A8%88%E5%BA%97/data=!4m5!3m4!1s0x34693da1b580af2d:0xd8791d2476396abe!8m2!3d24.1444401!4d120.662929?authuser=0&hl=zh-TW&rclk=1,4.3,1145,"['買了北海道戚風蛋糕、草莓戚風蛋糕、巧克力泡芙、起司蛋糕、爆漿卡士達甜甜圈。', '整體結帳速度很快，店內空間不大，大致上這幾樣明星商品都很顯眼。', '泰奶泡芙內餡像冰淇淋口感 不甜膩很清爽 價錢也很可愛 適合當午茶小點']",403台中市西區民生路358號
柳川彩繪麵包店~柳川 や,https://www.google.com.tw/maps/place/%E6%9F%B3%E5%B7%9D%E5%BD%A9%E7%B9%AA%E9%BA%B5%E5%8C%85%E5%BA%97~%E6%9F%B3%E5%B7%9D+%E3%82%84/data=!4m5!3m4!1s0x34693d0bf044aa71:0xd63c6e59a66b994b!8m2!3d24.1472761!4d120.6687008?authuser=0&hl=zh-TW&rclk=1,4.2,609,"['好可愛的小屋～推薦巧克力菠蘿麵包 內餡是布朗尼超特別 回家加熱吃很好吃😆💗', '買了日式波蘿、北海道煉乳肉鬆、蜜香小吐司、牛奶吐司（厚片1入）、桃酥。', '店員跟麵包師傅很親切， 好吃的麵包值得讓我搭火車從宜蘭到台中222.']",403台中市西區民權路213巷11號
【烘焙DIY】自己做 烘焙聚樂部(台中精明店),https://www.google.com.tw/maps/place/%E3%80%90%E7%83%98%E7%84%99DIY%E3%80%91%E8%87%AA%E5%B7%B1%E5%81%9A+%E7%83%98%E7%84%99%E8%81%9A%E6%A8%82%E9%83%A8(%E5%8F%B0%E4%B8%AD%E7%B2%BE%E6%98%8E%E5%BA%97)/data=!4m5!3m4!1s0x34693d9a877859ff:0x91f9591255263e8!8m2!3d24.1557989!4d120.655807?authuser=0&hl=zh-TW&rclk=1,4.8,3264,"['二訪，來做免費生日蛋糕和鹹蛋黃起司蛋塔~服務人員很親切！', '把做甜點簡單化了 人員會常看現場客人製作的狀況，並提供協助 很方便很好玩的地方', '環境氣氛佳，店長很耐心指導，第一次手作就上手，打發時間好去處，檸香芒果塔，好吃。']",403台中市西區精明一街63號
綠光計畫范特喜文創聚落,https://www.google.com.tw/maps/place/%E7%B6%A0%E5%85%89%E8%A8%88%E7%95%AB%E8%8C%83%E7%89%B9%E5%96%9C%E6%96%87%E5%89%B5%E8%81%9A%E8%90%BD/data=!4m5!3m4!1s0x34693d9f091eea3b:0x42482e4e456e8fe5!8m2!3d24.1473903!4d120.6623708?authuser=0&hl=zh-TW&rclk=1,4.2,3638,"['勤美周邊的世外桃源，許多文藝店家、美味的餐廳，寧靜適合散步，感受文藝氣息的好地方', '好美的巷弄風景。二樓造景陽台有好看的景好吃的文創甜點', '充滿文創氣息，古老建築，裡面大部分都是充滿創意及個人特色的文創商店，非常有意思']",403台中市西區中興一巷19號
台中 草悟廣場,https://www.google.com.tw/maps/place/%E5%8F%B0%E4%B8%AD+%E8%8D%89%E6%82%9F%E5%BB%A3%E5%A0%B4/data=!4m5!3m4!1s0x34693d9e0f6496e1:0x84cd1834c33d3b65!8m2!3d24.1494302!4d120.6647578?authuser=0&hl=zh-TW&rclk=1,4.3,5525,"['適合親子活動，家庭聚會，購物與美食餐廳都很多，很方便，只是停車需要花時間找位子。', '不錯的場地 時常有表演 展覽 假日好去處 夏天戶外稍嫌熱了點 人潮眾多 藝文風格', '遛小孩的好地方，大草皮，街頭藝人，文創商品，百貨公司，假日人很多']",403台中市西區英才路534號
金典綠園道,https://www.google.com.tw/maps/place/%E9%87%91%E5%85%B8%E7%B6%A0%E5%9C%92%E9%81%93/data=!4m5!3m4!1s0x34693d9d29db3b6d:0xb28336ca856a6f6c!8m2!3d24.1557383!4d120.663261?authuser=0&hl=zh-TW&rclk=1,4.2,5765,"['有美食區、百貨區、圖書兒童玩具遊戲及傳統市場（第3樓）等，適合親子購物逛街好去處', '空間舒服，有春水堂、西堤、hot7，第六市場很好逛，假日下午B1有現場音樂表演', '一樓咖啡弄餐點，甜品草苺搭鬆餅，可口香甜，單主餐中的馬鈴薯超硬，沒煮軟透']",403台中市西區健行路1049號4F
Offer Oh昨日花卷 跨界好食｜台中必吃餐廳｜台中勤美餐廳｜台中聚餐餐廳｜台中商業午餐｜2021台中西區餐廳｜台中必吃餐廳｜台中西區美食｜台中聚餐餐廳推薦2021,https://www.google.com.tw/maps/place/Offer+Oh%E6%98%A8%E6%97%A5%E8%8A%B1%E5%8D%B7+%E8%B7%A8%E7%95%8C%E5%A5%BD%E9%A3%9F%EF%BD%9C%E5%8F%B0%E4%B8%AD%E5%BF%85%E5%90%83%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%8F%B0%E4%B8%AD%E5%8B%A4%E7%BE%8E%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%8F%B0%E4%B8%AD%E8%81%9A%E9%A4%90%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%8F%B0%E4%B8%AD%E5%95%86%E6%A5%AD%E5%8D%88%E9%A4%90%EF%BD%9C2021%E5%8F%B0%E4%B8%AD%E8%A5%BF%E5%8D%80%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%8F%B0%E4%B8%AD%E5%BF%85%E5%90%83%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%8F%B0%E4%B8%AD%E8%A5%BF%E5%8D%80%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%8F%B0%E4%B8%AD%E8%81%9A%E9%A4%90%E9%A4%90%E5%BB%B3%E6%8E%A8%E8%96%A62021/data=!4m5!3m4!1s0x34693d9bf74feafd:0xd113996f14065f69!8m2!3d24.1524772!4d120.6599502?authuser=0&hl=zh-TW&rclk=1,4.4,2972,"['餐點很有特色的店家，推薦叫化子雞火烤飯，料多味美 肉又大塊，份量很足夠！', '食物精緻，口味好！牛肉鍋肉質軟嫩，搭配五穀米飯很健康，店內氣氛溫馨！', '服務的部分： 👎平日用餐店內僅2組客人，店員卻安排入座面壁的小座位（傻眼）。']",403台中市西區忠誠街91號
